Centers,Day,Gender,Age,AverageAttentiontime,Sumofattentiontime,Watchercount
Site18,Day21,Male,Senior,3.5164,344860.3808,98072
Site18,Day21,Female,Child,2.419,889795.284,367836
Site18,Day21,Female,Young,2.9,1826855,629950
Site18,Day21,Female,Adult,2.9618,868219.0902,293139
Site18,Day21,Female,Senior,3.2214,713701.17,221550
Site18,Day22,Male,Child,2.3364,313619.6448,134232
Site18,Day22,Male,Young,2.825,953720,337600
Site18,Day22,Male,Adult,2.891,1081849.783,374213
Site18,Day22,Male,Senior,3.5164,200069.0944,56896
Site18,Day22,Female,Child,2.419,490873.156,202924
Site18,Day22,Female,Young,2.9,1055484,363960
Site18,Day22,Female,Adult,2.9618,565911.126,191070
Site18,Day22,Female,Senior,3.2214,411533.85,127750
Site18,Day23,Male,Child,2.3364,344894.6952,147618
Site18,Day23,Male,Young,2.825,931105.875,329595
Site18,Day23,Male,Adult,2.891,1176477.995,406945
Site18,Day23,Male,Senior,3.5164,218368.44,62100
Site18,Day23,Female,Child,2.419,477916.992,197568
Site18,Day23,Female,Young,2.9,1361178.8,469372
Site18,Day23,Female,Adult,2.9618,572539.6344,193308
Site18,Day23,Female,Senior,3.2214,446012.4942,138453
Site18,Day24,Male,Child,2.3364,341488.224,146160
Site18,Day24,Male,Young,2.825,1090433.05,385994
Site18,Day24,Male,Adult,2.891,1485887.27,513970
Site18,Day24,Male,Senior,3.5164,232518.4336,66124
Site18,Day24,Female,Child,2.419,570954.151,236029
Site18,Day24,Female,Young,2.9,1175613.6,405384
Site18,Day24,Female,Adult,2.9618,639123.8602,215789
Site18,Day24,Female,Senior,3.2214,455013.0858,141247
Site18,Day25,Male,Child,2.3364,425598.624,182160
Site18,Day25,Male,Young,2.825,1155515.4,409032
Site18,Day25,Male,Adult,2.891,1747384.002,604422
Site18,Day25,Male,Senior,3.5164,332953.8504,94686
Site18,Day25,Female,Child,2.419,759832.09,314110
Site18,Day25,Female,Young,2.9,1690578.2,582958
Site18,Day25,Female,Adult,2.9618,723206.4004,244178
Site18,Day25,Female,Senior,3.2214,616759.5798,191457
Site18,Day26,Male,Child,2.3364,379253.7936,162324
Site18,Day26,Male,Young,2.825,965997.45,341946
Site18,Day26,Male,Adult,2.891,1553230.224,537264
Site18,Day26,Male,Senior,3.5164,225541.896,64140
Site18,Day26,Female,Child,2.419,514593.87,212730
Site18,Day26,Female,Young,2.9,1315718.4,453696
Site18,Day26,Female,Adult,2.9618,674401.86,227700
Site18,Day26,Female,Senior,3.2214,468810.342,145530
Site18,Day27,Male,Child,2.3364,778105.3104,333036
Site18,Day27,Male,Young,2.825,2164896.375,766335
Site18,Day27,Male,Adult,2.891,2445858.275,846025
Site18,Day27,Male,Senior,3.5164,485263.2,138000
Site18,Day27,Female,Child,2.419,1151714.928,476112
Site18,Day27,Female,Young,2.9,2540144.8,875912
Site18,Day27,Female,Adult,2.9618,1288975.36,435200
Site18,Day27,Female,Senior,3.2214,812604.5928,252252
Site18,Day28,Male,Child,2.3364,526970.3472,225548
Site18,Day28,Male,Young,2.825,1480574.025,524097
Site18,Day28,Male,Adult,2.891,2177732.48,753280
Site18,Day28,Male,Senior,3.5164,343703.4852,97743
Site18,Day28,Female,Child,2.419,886137.756,366324
Site18,Day28,Female,Young,2.9,1775922.3,612387
Site18,Day28,Female,Adult,2.9618,1054252.71,355950
Site18,Day28,Female,Senior,3.2214,717840.669,222835
Site19,Day1,Male,Child,1.98,223423.2,112840
Site19,Day1,Male,Young,2.26,864009.3,382305
Site19,Day1,Male,Adult,2.45,480249,196020
Site19,Day1,Male,Senior,2.98,156044.72,52364
Site19,Day1,Female,Child,2.05,282391.6,137752
Site19,Day1,Female,Young,2.32,1017784,438700
Site19,Day1,Female,Adult,2.51,525463.48,209348
Site19,Day1,Female,Senior,2.73,347583.6,127320
Site19,Day2,Male,Child,1.98,249891.84,126208
Site19,Day2,Male,Young,2.26,1008048.14,446039
Site19,Day2,Male,Adult,2.45,489889.75,199955
Site19,Day2,Male,Senior,2.98,176296.8,59160
Site19,Day2,Female,Child,2.05,291952.8,142416
Site19,Day2,Female,Young,2.32,1113052.48,479764
Site19,Day2,Female,Adult,2.51,512526.94,204194
Site19,Day2,Female,Senior,2.73,369895.89,135493
Site19,Day3,Male,Child,1.98,281595.6,142220
Site19,Day3,Male,Young,2.26,940713.7,416245
Site19,Day3,Male,Adult,2.45,580385.4,236892
Site19,Day3,Male,Senior,2.98,228720.96,76752
Site19,Day3,Female,Child,2.05,417468.15,203643
Site19,Day3,Female,Young,2.32,1309530.96,564453
Site19,Day3,Female,Adult,2.51,497951.37,198387
Site19,Day3,Female,Senior,2.73,460548.27,168699
Site19,Day4,Male,Child,1.98,351873.72,177714
Site19,Day4,Male,Young,2.26,1396137.6,617760
Site19,Day4,Male,Adult,2.45,690900,282000
Site19,Day4,Male,Senior,2.98,241862.76,81162
Site19,Day4,Female,Child,2.05,448273.5,218670
Site19,Day4,Female,Young,2.32,1530239.52,659586
Site19,Day4,Female,Adult,2.51,730108.8,290880
Site19,Day4,Female,Senior,2.73,596232,218400
Site19,Day5,Male,Child,1.98,231303.6,116820
Site19,Day5,Male,Young,2.26,1000366.4,442640
Site19,Day5,Male,Adult,2.45,563098.2,229836
Site19,Day5,Male,Senior,2.98,204740.9,68705
Site19,Day5,Female,Child,2.05,327016,159520
Site19,Day5,Female,Young,2.32,1208784.96,521028
Site19,Day5,Female,Adult,2.51,487868.7,194370
Site19,Day5,Female,Senior,2.73,464056.32,169984
Site19,Day6,Male,Child,1.98,420354,212300
Site19,Day6,Male,Young,2.26,2099237.16,928866
Site19,Day6,Male,Adult,2.45,1071299.25,437265
Site19,Day6,Male,Senior,2.98,387027.5,129875
Site19,Day6,Female,Child,2.05,656998.35,320487
Site19,Day6,Female,Young,2.32,2216412,955350
Site19,Day6,Female,Adult,2.51,1063582.38,423738
Site19,Day6,Female,Senior,2.73,774577.44,283728
Site19,Day7,Male,Child,1.98,385102.08,194496
Site19,Day7,Male,Young,2.26,1438038,636300
Site19,Day7,Male,Adult,2.45,989074.8,403704
Site19,Day7,Male,Senior,2.98,265786.2,89190
Site19,Day7,Female,Child,2.05,523652,255440
Site19,Day7,Female,Young,2.32,1804902,777975
Site19,Day7,Female,Adult,2.51,835215.05,332755
Site19,Day7,Female,Senior,2.73,715412.88,262056
Site19,Day8,Male,Child,1.98,231774.84,117058
Site19,Day8,Male,Young,2.26,818522.28,362178
Site19,Day8,Male,Adult,2.45,476581.35,194523
Site19,Day8,Male,Senior,2.98,182346.2,61190
Site19,Day8,Female,Child,2.05,321472.8,156816
Site19,Day8,Female,Young,2.32,1021535.44,440317
Site19,Day8,Female,Adult,2.51,498478.47,198597
Site19,Day8,Female,Senior,2.73,345336.81,126497
Site19,Day9,Male,Child,1.98,255752.64,129168
Site19,Day9,Male,Young,2.26,1115282.88,493488
Site19,Day9,Male,Adult,2.45,599098.5,244530
Site19,Day9,Male,Senior,2.98,198628.92,66654
Site19,Day9,Female,Child,2.05,376371.8,183596
Site19,Day9,Female,Young,2.32,1222816.32,527076
Site19,Day9,Female,Adult,2.51,502466.86,200186
Site19,Day9,Female,Senior,2.73,429914.94,157478
Site19,Day10,Male,Child,1.98,248743.44,125628
Site19,Day10,Male,Young,2.26,1155257.76,511176
Site19,Day10,Male,Adult,2.45,618838.15,252587
Site19,Day10,Male,Senior,2.98,215433.14,72293
Site19,Day10,Female,Child,2.05,362452.3,176806
Site19,Day10,Female,Young,2.32,1204455.84,519162
Site19,Day10,Female,Adult,2.51,562965.39,224289
Site19,Day10,Female,Senior,2.73,390990.6,143220
Site19,Day11,Male,Child,1.98,315186.3,159185
Site19,Day11,Male,Young,2.26,1237858.5,547725
Site19,Day11,Male,Adult,2.45,762596.8,311264
Site19,Day11,Male,Senior,2.98,240015.16,80542
Site19,Day11,Female,Child,2.05,472914.5,230690
Site19,Day11,Female,Young,2.32,1517808.96,654228
Site19,Day11,Female,Adult,2.51,786322.76,313276
Site19,Day11,Female,Senior,2.73,606240.18,222066
Site19,Day12,Male,Child,1.98,244757.7,123615
Site19,Day12,Male,Young,2.26,976756.18,432193
Site19,Day12,Male,Adult,2.45,507297,207060
Site19,Day12,Male,Senior,2.98,183985.2,61740
Site19,Day12,Female,Child,2.05,368901.6,179952
Site19,Day12,Female,Young,2.32,1100960.64,474552
Site19,Day12,Female,Adult,2.51,562932.76,224276
Site19,Day12,Female,Senior,2.73,385920.99,141363
Site19,Day13,Male,Child,1.98,482644.8,243760
Site19,Day13,Male,Young,2.26,2089844.6,924710
Site19,Day13,Male,Adult,2.45,1119346.2,456876
Site19,Day13,Male,Senior,2.98,376806.1,126445
Site19,Day13,Female,Child,2.05,690870.5,337010
Site19,Day13,Female,Young,2.32,2429926.24,1047382
Site19,Day13,Female,Adult,2.51,991906.82,395182
Site19,Day13,Female,Senior,2.73,827845.2,303240
Site19,Day14,Male,Child,1.98,405832.68,204966
Site19,Day14,Male,Young,2.26,1651608,730800
Site19,Day14,Male,Adult,2.45,978304.6,399308
Site19,Day14,Male,Senior,2.98,286562.76,96162
Site19,Day14,Female,Child,2.05,555919,271180
Site19,Day14,Female,Young,2.32,1636036.16,705188
Site19,Day14,Female,Adult,2.51,779543.25,310575
Site19,Day14,Female,Senior,2.73,678377.7,248490
Site19,Day15,Male,Child,1.98,282924.18,142891
Site19,Day15,Male,Young,2.26,674908.32,298632
Site19,Day15,Male,Adult,2.45,1022649.6,417408
Site19,Day15,Male,Senior,2.98,182733.6,61320
Site19,Day15,Female,Child,2.05,370918.8,180936
Site19,Day15,Female,Young,2.32,875438.08,377344
Site19,Day15,Female,Adult,2.51,509178.6,202860
Site19,Day15,Female,Senior,2.73,343513.17,125829
Site19,Day16,Male,Child,2.3364,353665.5408,151372
Site19,Day16,Male,Young,2.825,1029814.2,364536
Site19,Day16,Male,Adult,2.891,1116816.428,386308
Site19,Day16,Male,Senior,3.5164,208438.1264,59276
Site19,Day16,Female,Child,2.419,506262.834,209286
Site19,Day16,Female,Young,2.9,1177034.6,405874
Site19,Day16,Female,Adult,2.9618,633825.2,214000
Site19,Day16,Female,Senior,3.2214,434073.9858,134747
Site19,Day17,Male,Child,2.3364,421981.8768,180612
Site19,Day17,Male,Young,2.825,1097145.25,388370
Site19,Day17,Male,Adult,2.891,1272829.243,440273
Site19,Day17,Male,Senior,3.5164,257038.2908,73097
Site19,Day17,Female,Child,2.419,561691.8,232200
Site19,Day17,Female,Young,2.9,1271983.5,438615
Site19,Day17,Female,Adult,2.9618,661802.3628,223446
Site19,Day17,Female,Senior,3.2214,446347.5198,138557
Site19,Day18,Male,Child,2.3364,580887.45,248625
Site19,Day18,Male,Young,2.825,1301802.375,460815
Site19,Day18,Male,Adult,2.891,1794449.482,620702
Site19,Day18,Male,Senior,3.5164,272696.82,77550
Site19,Day18,Female,Child,2.419,665991.823,275317
Site19,Day18,Female,Young,2.9,1794557.7,618813
Site19,Day18,Female,Adult,2.9618,944390.6626,318857
Site19,Day18,Female,Senior,3.2214,541150.1004,167986
Site19,Day19,Male,Child,2.3364,392858.6508,168147
Site19,Day19,Male,Young,2.825,1028526,364080
Site19,Day19,Male,Adult,2.891,1471273.265,508915
Site19,Day19,Male,Senior,3.5164,251123.706,71415
Site19,Day19,Female,Child,2.419,579979.44,239760
Site19,Day19,Female,Young,2.9,1404180,484200
Site19,Day19,Female,Adult,2.9618,701197.2646,236747
Site19,Day19,Female,Senior,3.2214,425901.294,132210
Site19,Day20,Male,Child,2.3364,603996.7824,258516
Site19,Day20,Male,Young,2.825,2007603.2,710656
Site19,Day20,Male,Adult,2.891,2515829.148,870228
Site19,Day20,Male,Senior,3.5164,402276.16,114400
Site19,Day20,Female,Child,2.419,939360.594,388326
Site19,Day20,Female,Young,2.9,2540153.5,875915
Site19,Day20,Female,Adult,2.9618,1221920.208,412560
Site19,Day20,Female,Senior,3.2214,826888.2804,256686
Site19,Day21,Male,Child,2.3364,603443.0556,258279
Site19,Day21,Male,Young,2.825,1497772.625,530185
Site19,Day21,Male,Adult,2.891,2083832.8,720800
Site19,Day21,Male,Senior,3.5164,369717.8124,105141
Site19,Day21,Female,Child,2.419,860955.966,355914
Site19,Day21,Female,Young,2.9,1847137.6,636944
Site19,Day21,Female,Adult,2.9618,931640.1136,314552
Site19,Day21,Female,Senior,3.2214,776276.865,240975
Site19,Day22,Male,Child,2.3364,292220.5572,125073
Site19,Day22,Male,Young,2.825,762405.35,269878
Site19,Day22,Male,Adult,2.891,1204194.012,416532
Site19,Day22,Male,Senior,3.5164,198110.4596,56339
Site19,Day22,Female,Child,2.419,520152.732,215028
Site19,Day22,Female,Young,2.9,1061675.5,366095
Site19,Day22,Female,Adult,2.9618,554259.4048,187136
Site19,Day22,Female,Senior,3.2214,389080.692,120780
Site19,Day23,Male,Child,2.3364,317750.4,136000
Site19,Day23,Male,Young,2.825,897412.1,317668
Site19,Day23,Male,Adult,2.891,1250507.832,432552
Site19,Day23,Male,Senior,3.5164,217615.9304,61886
Site19,Day23,Female,Child,2.419,513853.656,212424
Site19,Day23,Female,Young,2.9,1218069.6,420024
Site19,Day23,Female,Adult,2.9618,524534.78,177100
Site19,Day23,Female,Senior,3.2214,472534.2804,146686
Site19,Day24,Male,Child,2.3364,387805.0176,165984
Site19,Day24,Male,Young,2.825,956581.725,338613
Site19,Day24,Male,Adult,2.891,1374034.48,475280
Site19,Day24,Male,Senior,3.5164,255255.476,72590
Site19,Day24,Female,Child,2.419,518575.544,214376
Site19,Day24,Female,Young,2.9,1255192.5,432825
Site19,Day24,Female,Adult,2.9618,659616.5544,222708
Site19,Day24,Female,Senior,3.2214,503021.61,156150
Site19,Day25,Male,Child,2.3364,455037.264,194760
Site19,Day25,Male,Young,2.825,1173115.15,415262
Site19,Day25,Male,Adult,2.891,1935830.946,669606
Site19,Day25,Male,Senior,3.5164,320892.5984,91256
Site19,Day25,Female,Child,2.419,773044.668,319572
Site19,Day25,Female,Young,2.9,1509508,520520
Site19,Day25,Female,Adult,2.9618,859395.888,290160
Site19,Day25,Female,Senior,3.2214,559837.4418,173787
Site19,Day26,Male,Child,2.3364,366197.9904,156736
Site19,Day26,Male,Young,2.825,1045052.25,369930
Site19,Day26,Male,Adult,2.891,1321982.025,457275
Site19,Day26,Male,Senior,3.5164,233274.4596,66339
Site19,Day26,Female,Child,2.419,601140.852,248508
Site19,Day26,Female,Young,2.9,1441581.3,497097
Site19,Day26,Female,Adult,2.9618,686924.3504,231928
Site19,Day26,Female,Senior,3.2214,484485.6744,150396
Site19,Day27,Male,Child,2.3364,693910.8,297000
Site19,Day27,Male,Young,2.825,1799386.575,636951
Site19,Day27,Male,Adult,2.891,2189733.021,757431
Site19,Day27,Male,Senior,3.5164,424499.808,120720
Site19,Day27,Female,Child,2.419,1156988.348,478292
Site19,Day27,Female,Young,2.9,2655240,915600
Site19,Day27,Female,Adult,2.9618,1064666.399,359466
Site19,Day27,Female,Senior,3.2214,824678.4,256000
Site19,Day28,Male,Child,2.3364,615005.8992,263228
Site19,Day28,Male,Young,2.825,1578112.8,558624
Site19,Day28,Male,Adult,2.891,1754547.9,606900
Site19,Day28,Male,Senior,3.5164,350971.884,99810
Site19,Day28,Female,Child,2.419,866684.158,358282
Site19,Day28,Female,Young,2.9,1640611.2,565728
Site19,Day28,Female,Adult,2.9618,942948.266,318370
Site19,Day28,Female,Senior,3.2214,660387,205000
Site20,Day1,Male,Child,1.98,196477.38,99231
Site20,Day1,Male,Young,2.26,957916.82,423857
Site20,Day1,Male,Adult,2.45,489951,199980
Site20,Day1,Male,Senior,2.98,168995.8,56710
Site20,Day1,Female,Child,2.05,310534,151480
Site20,Day1,Female,Young,2.32,948880,409000
Site20,Day1,Female,Adult,2.51,521246.68,207668
Site20,Day1,Female,Senior,2.73,390761.28,143136
Site20,Day2,Male,Child,1.98,232818.3,117585
Site20,Day2,Male,Young,2.26,1051815.3,465405
Site20,Day2,Male,Adult,2.45,595683.2,243136
Site20,Day2,Male,Senior,2.98,209196,70200
Site20,Day2,Female,Child,2.05,344055.6,167832
Site20,Day2,Female,Young,2.32,1202112.64,518152
Site20,Day2,Female,Adult,2.51,543967.2,216720
Site20,Day2,Female,Senior,2.73,400065.12,146544
Site20,Day3,Male,Child,1.98,236493.18,119441
Site20,Day3,Male,Young,2.26,948088.08,419508
Site20,Day3,Male,Adult,2.45,589639.05,240669
Site20,Day3,Male,Senior,2.98,198348.8,66560
Site20,Day3,Female,Child,2.05,323787.25,157945
Site20,Day3,Female,Young,2.32,1043763.36,449898
Site20,Day3,Female,Adult,2.51,562975.43,224293
Site20,Day3,Female,Senior,2.73,430600.17,157729
Site20,Day4,Male,Child,1.98,284555.7,143715
Site20,Day4,Male,Young,2.26,1391911.4,615890
Site20,Day4,Male,Adult,2.45,839928.6,342828
Site20,Day4,Male,Senior,2.98,269824.1,90545
Site20,Day4,Female,Child,2.05,447963.95,218519
Site20,Day4,Female,Young,2.32,1562102.4,673320
Site20,Day4,Female,Adult,2.51,687210.39,273789
Site20,Day4,Female,Senior,2.73,508080.3,186110
Site20,Day5,Male,Child,1.98,209040.48,105576
Site20,Day5,Male,Young,2.26,1086382,480700
Site20,Day5,Male,Adult,2.45,593992.7,242446
Site20,Day5,Male,Senior,2.98,194686.38,65331
Site20,Day5,Female,Child,2.05,375898.25,183365
Site20,Day5,Female,Young,2.32,1128744.96,486528
Site20,Day5,Female,Adult,2.51,641864.73,255723
Site20,Day5,Female,Senior,2.73,427823.76,156712
Site20,Day6,Male,Child,1.98,392837.94,198403
Site20,Day6,Male,Young,2.26,1986517.4,878990
Site20,Day6,Male,Adult,2.45,1037467.2,423456
Site20,Day6,Male,Senior,2.98,345665.1,115995
Site20,Day6,Female,Child,2.05,607410.9,296298
Site20,Day6,Female,Young,2.32,2257888.96,973228
Site20,Day6,Female,Adult,2.51,974161.12,388112
Site20,Day6,Female,Senior,2.73,879606,322200
Site20,Day7,Male,Child,1.98,351964.8,177760
Site20,Day7,Male,Young,2.26,1576295.76,697476
Site20,Day7,Male,Adult,2.45,1015091.35,414323
Site20,Day7,Male,Senior,2.98,317358.08,106496
Site20,Day7,Female,Child,2.05,615797.45,300389
Site20,Day7,Female,Young,2.32,1883132.4,811695
Site20,Day7,Female,Adult,2.51,805694.94,320994
Site20,Day7,Female,Senior,2.73,679221.27,248799
Site20,Day8,Male,Child,1.98,210929.4,106530
Site20,Day8,Male,Young,2.26,935104.38,413763
Site20,Day8,Male,Adult,2.45,554822.1,226458
Site20,Day8,Male,Senior,2.98,174920.04,58698
Site20,Day8,Female,Child,2.05,315987,154140
Site20,Day8,Female,Young,2.32,970166,418175
Site20,Day8,Female,Adult,2.51,507122.91,202041
Site20,Day8,Female,Senior,2.73,386598.03,141611
Site20,Day9,Male,Child,1.98,209379.06,105747
Site20,Day9,Male,Young,2.26,945538.8,418380
Site20,Day9,Male,Adult,2.45,521129.7,212706
Site20,Day9,Male,Senior,2.98,210241.98,70551
Site20,Day9,Female,Child,2.05,346347.5,168950
Site20,Day9,Female,Young,2.32,984988.48,424564
Site20,Day9,Female,Adult,2.51,460213.52,183352
Site20,Day9,Female,Senior,2.73,417449.76,152912
Site20,Day10,Male,Child,1.98,282494.52,142674
Site20,Day10,Male,Young,2.26,905776.36,400786
Site20,Day10,Male,Adult,2.45,642669.3,262314
Site20,Day10,Male,Senior,2.98,227236.92,76254
Site20,Day10,Female,Child,2.05,315208,153760
Site20,Day10,Female,Young,2.32,1323119.2,570310
Site20,Day10,Female,Adult,2.51,575221.72,229172
Site20,Day10,Female,Senior,2.73,378331.59,138583
Site20,Day11,Male,Child,1.98,276655.5,139725
Site20,Day11,Male,Young,2.26,1370970.24,606624
Site20,Day11,Male,Adult,2.45,796399.45,325061
Site20,Day11,Male,Senior,2.98,240173.1,80595
Site20,Day11,Female,Child,2.05,550402.45,268489
Site20,Day11,Female,Young,2.32,1347502.4,580820
Site20,Day11,Female,Adult,2.51,666359.82,265482
Site20,Day11,Female,Senior,2.73,640425.24,234588
Site20,Day12,Male,Child,1.98,219098.88,110656
Site20,Day12,Male,Young,2.26,893624.34,395409
Site20,Day12,Male,Adult,2.45,540305.85,220533
Site20,Day12,Male,Senior,2.98,204070.4,68480
Site20,Day12,Female,Child,2.05,417002.8,203416
Site20,Day12,Female,Young,2.32,1032328.08,444969
Site20,Day12,Female,Adult,2.51,485961.1,193610
Site20,Day12,Female,Senior,2.73,416158.47,152439
Site20,Day13,Male,Child,1.98,412853.76,208512
Site20,Day13,Male,Young,2.26,1665179.3,736805
Site20,Day13,Male,Adult,2.45,1062692.4,433752
Site20,Day13,Male,Senior,2.98,433712.18,145541
Site20,Day13,Female,Child,2.05,720349.5,351390
Site20,Day13,Female,Young,2.32,2306112.48,994014
Site20,Day13,Female,Adult,2.51,1150757.19,458469
Site20,Day13,Female,Senior,2.73,767026.26,280962
Site20,Day14,Male,Child,1.98,332861.76,168112
Site20,Day14,Male,Young,2.26,1710650.5,756925
Site20,Day14,Male,Adult,2.45,861890.4,351792
Site20,Day14,Male,Senior,2.98,347557.4,116630
Site20,Day14,Female,Child,2.05,602704.1,294002
Site20,Day14,Female,Young,2.32,1895614,817075
Site20,Day14,Female,Adult,2.51,888630.36,354036
Site20,Day14,Female,Senior,2.73,637427.7,233490
Site20,Day15,Male,Child,1.98,237362.4,119880
Site20,Day15,Male,Young,2.26,717242.64,317364
Site20,Day15,Male,Adult,2.45,1067428.25,435685
Site20,Day15,Male,Senior,2.98,156152,52400
Site20,Day15,Female,Child,2.05,428224.5,208890
Site20,Day15,Female,Young,2.32,946678.32,408051
Site20,Day15,Female,Adult,2.51,441920.64,176064
Site20,Day15,Female,Senior,2.73,354430.44,129828
Site20,Day16,Male,Child,2.3364,318712.9968,136412
Site20,Day16,Male,Young,2.825,984201.75,348390
Site20,Day16,Male,Adult,2.891,1134205.793,392323
Site20,Day16,Male,Senior,3.5164,193113.6552,54918
Site20,Day16,Female,Child,2.419,558556.776,230904
